Date,Time,Level
2023-11-12,10:52:16,3.7
2023-11-12,10:52:26,3.7
2023-11-12,10:52:36,3.7
2023-11-12,10:52:46,3.7
2023-11-12,10:52:56,3.7
2023-11-12,10:53:06,3.7
2023-11-12,10:53:16,3.7
2023-11-12,10:53:26,3.7
2023-11-12,10:53:37,3.7
2023-11-12,10:53:47,3.7
2023-11-12,10:53:57,3.7
2023-11-12,10:54:07,3.7
2023-11-12,10:54:17,3.7
2023-11-12,10:54:27,3.7
2023-11-12,10:54:37,3.7
2023-11-12,10:54:47,3.7
2023-11-12,10:54:57,3.7
2023-11-12,10:55:07,3.7
2023-11-12,10:55:17,3.7
2023-11-12,10:55:27,3.7
2023-11-12,10:55:37,3.7
2023-11-12,10:55:47,3.7
2023-11-12,10:55:57,3.7
2023-11-12,10:56:07,3.7
2023-11-12,10:56:17,3.7
2023-11-12,10:56:27,3.7
2023-11-12,10:56:37,3.7
2023-11-12,10:56:48,3.6
2023-11-12,10:56:58,3.7
2023-11-12,10:57:08,3.6
2023-11-12,10:57:18,3.6
2023-11-12,10:57:28,3.6
2023-11-12,10:57:38,3.6
2023-11-12,10:57:48,3.6
2023-11-12,10:57:58,3.6
2023-11-12,10:58:08,3.6
2023-11-12,10:58:18,3.6
2023-11-12,10:58:28,3.6
2023-11-12,10:58:38,3.6
2023-11-12,10:58:48,3.6
2023-11-12,10:58:58,3.6
2023-11-12,10:59:08,3.6
2023-11-12,10:59:18,3.6
2023-11-12,10:59:28,3.6
2023-11-12,10:59:38,3.6
2023-11-12,10:59:48,3.6
2023-11-12,10:59:58,3.6
2023-11-12,11:00:09,3.6
2023-11-12,11:00:19,3.6
2023-11-12,11:00:29,3.6
2023-11-12,11:00:39,3.6
2023-11-12,11:00:49,3.6
2023-11-12,11:00:59,3.6
2023-11-12,11:01:09,3.6
2023-11-12,11:01:19,3.6
2023-11-12,11:01:29,3.6
2023-11-12,11:01:39,3.6
2023-11-12,11:01:49,3.6
2023-11-12,11:01:59,3.6
2023-11-12,11:02:09,3.6
2023-11-12,11:02:19,3.5
2023-11-12,11:02:29,3.6
2023-11-12,11:02:39,3.6
2023-11-12,11:02:49,3.5
2023-11-12,11:02:59,3.5
2023-11-12,11:03:09,3.5
2023-11-12,11:03:19,3.5
2023-11-12,11:03:29,3.5
2023-11-12,11:03:39,3.5
2023-11-12,11:03:49,3.5
2023-11-12,11:04:00,3.5
2023-11-12,11:04:10,3.5
2023-11-12,11:04:20,3.5
2023-11-12,11:04:30,3.5
2023-11-12,11:04:40,3.5
2023-11-12,11:04:50,3.5
2023-11-12,11:05:00,3.5
2023-11-12,11:05:10,3.5
2023-11-12,11:05:20,3.5
2023-11-12,11:05:30,3.5
2023-11-12,11:05:40,3.5
2023-11-12,11:05:50,3.5
2023-11-12,11:06:00,3.5
2023-11-12,11:06:10,3.5
2023-11-12,11:06:20,3.5
2023-11-12,11:06:30,3.5
2023-11-12,11:06:40,3.5
2023-11-12,11:06:50,3.5
2023-11-12,11:07:00,3.5
2023-11-12,11:07:10,3.5
2023-11-12,11:07:20,3.5
2023-11-12,11:07:31,3.5
2023-11-12,11:07:41,3.5
2023-11-12,11:07:51,3.5
2023-11-12,11:08:01,3.5
2023-11-12,11:08:11,3.5
2023-11-12,11:08:21,3.4
2023-11-12,11:08:31,3.4
2023-11-12,11:08:41,3.4
2023-11-12,11:08:51,3.4
2023-11-12,11:09:01,3.4
2023-11-12,11:09:12,3.4
2023-11-12,11:09:22,3.4
2023-11-12,11:09:32,3.4
2023-11-12,11:09:42,3.4
2023-11-12,11:09:52,3.4
2023-11-12,11:10:02,3.4
2023-11-12,11:10:12,3.4
2023-11-12,11:10:22,3.4
2023-11-12,11:10:33,3.4
2023-11-12,11:10:44,3.4
2023-11-12,11:10:54,3.4
2023-11-12,11:11:04,3.4
2023-11-12,11:11:14,3.4
2023-11-12,11:11:24,3.4
2023-11-12,11:11:34,3.4
2023-11-12,11:11:44,3.4
2023-11-12,11:11:54,3.4
2023-11-12,11:12:04,3.4
2023-11-12,11:12:14,3.4
2023-11-12,11:12:24,3.4
2023-11-12,11:12:34,3.4
2023-11-12,11:12:44,3.4
2023-11-12,11:12:54,3.4
2023-11-12,11:13:04,3.4
2023-11-12,11:13:14,3.4
2023-11-12,11:13:24,3.3
2023-11-12,11:13:35,3.3
2023-11-12,11:13:45,3.3
2023-11-12,11:14:04,3.3
2023-11-12,11:14:14,3.3
2023-11-12,11:14:24,3.3
2023-11-12,11:14:34,3.3
2023-11-12,11:14:44,3.3
2023-11-12,11:14:54,3.3
2023-11-12,11:15:04,3.3
2023-11-12,11:15:14,3.3
2023-11-12,11:15:24,3.3
2023-11-12,11:15:34,3.3
2023-11-12,11:15:44,3.3
2023-11-12,11:15:54,3.3
2023-11-12,11:16:04,3.3
2023-11-12,11:16:14,3.3
2023-11-12,11:16:24,3.3
2023-11-12,11:16:34,3.3
2023-11-12,11:16:44,3.3
2023-11-12,11:16:54,3.3
2023-11-12,11:17:04,3.3
2023-11-12,11:17:14,3.3
2023-11-12,11:17:24,3.3
2023-11-12,11:17:34,3.3
2023-11-12,11:17:45,3.3
2023-11-12,11:17:55,3.3
2023-11-12,11:18:05,3.3
2023-11-12,11:18:15,3.3
2023-11-12,11:18:26,3.3
2023-11-12,11:18:36,3.3
2023-11-12,12:03:38,2.4
2023-11-12,12:03:41,2.4
2023-11-12,12:03:52,2.4
2023-11-12,12:04:02,1.8
2023-11-12,12:04:15,1.8
2023-11-12,12:04:22,1.8
2023-11-12,12:04:32,1.8
2023-11-12,12:04:46,2.4
2023-11-12,12:05:03,2.4
2023-11-12,12:05:13,2.4
2023-11-12,12:05:18,1.8
2023-11-12,12:05:26,1.8
2023-11-12,12:05:33,1.8
2023-11-12,12:05:44,2.4
2023-11-12,12:05:56,1.8
2023-11-12,12:06:09,2.4
2023-11-12,12:06:14,2.4
2023-11-12,12:06:24,2.4
2023-11-12,12:06:38,2.4
2023-11-12,12:06:50,2.4
2023-11-12,12:07:00,2.4
2023-11-12,12:07:11,2.4
2023-11-12,12:07:21,2.4
2023-11-12,12:07:32,2.4
2023-11-12,12:07:35,2.4
2023-11-12,12:07:47,2.4
2023-11-12,12:07:55,2.4
2023-11-12,12:08:06,2.4
2023-11-12,12:08:16,2.4
2023-11-12,12:08:27,2.4
2023-11-12,12:08:39,2.4
2023-11-12,12:08:49,2.4
2023-11-12,12:12:16,1.8
2023-11-12,12:12:19,1.8
2023-11-12,12:12:29,1.9
2023-11-12,12:12:40,2.4
2023-11-12,12:12:49,1.9
2023-11-12,12:12:59,2.4
2023-11-12,12:13:10,2.4
2023-11-12,12:13:20,2.4
2023-11-12,12:13:30,2.4
2023-11-12,12:13:40,2.3
2023-11-12,12:13:50,2.4
2023-11-12,12:14:01,2.4
2023-11-12,12:14:11,2.4
2023-11-12,12:14:20,2.4
2023-11-12,12:14:31,2.4
2023-11-12,12:14:41,1.8
2023-11-12,12:14:51,2.4
2023-11-12,12:15:02,2.4
2023-11-12,12:15:12,2.4
2023-11-12,12:15:23,2.4
2023-11-12,12:15:33,2.4
2023-11-12,12:15:42,2.2
2023-11-12,12:15:52,2.4
2023-11-12,12:16:02,2.1
2023-11-12,12:16:12,2.2
2023-11-12,12:16:23,2.2
2023-11-12,12:16:33,2.4
2023-11-12,12:16:44,2.4
2023-11-12,12:16:53,2.4
2023-11-12,12:17:03,2.4
2023-11-12,12:17:14,2.4
2023-11-12,12:17:25,2.4
2023-11-12,12:17:36,2.4
2023-11-12,12:17:43,2.4
2023-11-12,12:17:54,2.4
2023-11-12,12:18:05,2.4
2023-11-12,12:18:16,2.4
2023-11-12,12:18:26,2.4
2023-11-12,12:18:37,2.4
2023-11-12,12:18:44,2.4
2023-11-12,12:18:55,2.4
2023-11-12,12:19:05,2.4
2023-11-12,12:19:16,2.4
2023-11-12,12:19:27,2.2
2023-11-12,12:19:35,2.4
2023-11-12,12:19:46,1.9
2023-11-12,12:19:56,2.4
2023-11-12,12:20:07,2.4
2023-11-12,12:20:18,2.4
2023-11-12,12:20:28,1.8
2023-11-12,12:20:36,2.4
2023-11-12,12:20:46,2.4
2023-11-12,12:20:57,2.4
2023-11-12,12:21:07,2.4
2023-11-12,12:21:17,2.4
2023-11-12,12:21:28,2.4
2023-11-12,12:21:37,2.4
2023-11-12,12:21:47,2.4
2023-11-12,12:21:58,2.4
2023-11-12,12:22:09,2.4
2023-11-12,12:22:19,2.4
2023-11-12,12:22:30,2.1
2023-11-12,12:22:38,2.4
2023-11-12,12:22:48,1.9
2023-11-12,12:22:59,2.4
2023-11-12,12:23:10,2.4
2023-11-12,12:23:21,2.4
2023-11-12,12:23:28,2.4
2023-11-12,12:23:39,2.4
2023-11-12,12:23:49,2.4
2023-11-12,12:24:00,2.4
2023-11-12,12:24:10,2.3
2023-11-12,12:24:21,2.2
2023-11-12,12:24:29,2.3
2023-11-12,12:24:40,2.2
2023-11-12,12:24:50,2.3
2023-11-12,12:25:00,2.2
2023-11-12,12:25:11,2.2
2023-11-12,12:25:21,2.3
2023-11-12,12:25:31,2.2
2023-11-12,12:25:40,2.2
2023-11-12,12:25:51,2.2
2023-11-12,12:26:01,2.2
2023-11-12,12:26:11,2.2
2023-11-12,12:26:22,2.2
2023-11-12,12:26:32,2.2
2023-11-12,12:26:42,2.3
2023-11-12,12:26:51,2.3
2023-11-12,12:27:02,2.4
2023-11-12,12:27:12,2.4
2023-11-12,12:27:22,2.3
2023-11-12,12:27:33,2.4
2023-11-12,12:27:44,2.4
2023-11-12,12:27:55,2.4
2023-11-12,12:28:03,2.4
2023-11-12,12:28:14,2.4
2023-11-12,12:28:27,2.4
2023-11-12,12:28:38,2.3
2023-11-12,12:28:52,2.4
2023-11-12,12:28:56,2.4
2023-11-12,12:29:07,2.4
2023-11-12,12:29:20,2.4
2023-11-12,12:29:31,2.4
2023-11-12,12:29:34,2.4
2023-11-12,12:29:44,2.4
2023-11-12,12:29:58,2.4
2023-11-12,12:30:11,2.4
2023-11-12,12:30:22,2.4
2023-11-12,12:30:32,2.4
2023-11-12,12:30:35,2.1
2023-11-12,12:30:45,2.4
2023-11-12,12:30:55,2.1
2023-11-12,12:31:05,2.2
2023-11-12,13:33:36,2.4
2023-11-12,13:33:46,2.4
2023-11-12,13:33:56,2.4
2023-11-12,13:33:59,2.4
2023-11-12,13:34:09,2.4
2023-11-12,13:34:19,2.4
2023-11-12,13:34:29,2.4
2023-11-12,13:34:39,2.4
2023-11-12,13:34:50,2.3
2023-11-12,13:35:00,2.0
2023-11-12,13:35:10,2.0
2023-11-12,13:35:20,2.0
2023-11-12,13:35:30,2.0
2023-11-12,13:35:40,2.0
2023-11-12,13:35:51,2.0
2023-11-12,13:36:01,2.1
2023-11-12,13:36:11,1.9
2023-11-12,13:36:21,1.8
2023-11-12,13:36:31,1.8
2023-11-12,13:36:41,1.8
2023-11-12,13:36:51,1.8
2023-11-12,13:37:02,1.8
2023-11-12,13:37:12,1.8
2023-11-12,13:37:22,1.8
2023-11-12,13:37:32,1.8
2023-11-12,13:37:42,1.8
2023-11-12,13:37:52,2.0
2023-11-12,13:38:02,2.0
2023-11-12,13:38:13,2.0
2023-11-12,13:38:23,2.0
2023-11-12,13:38:33,2.1
2023-11-12,13:38:43,2.1
2023-11-12,13:38:53,2.1
2023-11-12,13:39:04,2.1
2023-11-12,13:39:15,2.1
2023-11-12,13:39:25,2.1
2023-11-12,13:39:35,2.1
2023-11-12,13:39:46,2.1
2023-11-12,13:39:56,2.1
2023-11-12,13:40:06,2.1
2023-11-12,13:40:17,2.1
2023-11-12,13:40:27,2.1
2023-11-12,13:40:35,2.1
2023-11-12,13:40:45,2.1
2023-11-12,13:40:55,2.1
2023-11-12,13:41:06,2.1
2023-11-12,13:41:16,2.1
2023-11-12,13:41:39,2.2
2023-11-12,13:41:49,2.1
2023-11-12,13:41:56,2.1
2023-11-12,13:42:06,2.1
2023-11-12,13:42:16,2.1
2023-11-12,13:42:27,2.1
2023-11-12,13:42:37,2.1
2023-11-12,13:42:47,2.1
2023-11-12,13:42:58,2.0
2023-11-12,13:43:08,2.0
2023-11-12,13:43:17,2.1
2023-11-12,13:43:27,2.1
2023-11-12,13:43:37,2.0
2023-11-12,13:43:48,2.0
2023-11-12,13:43:58,2.0
2023-11-12,13:44:09,2.0
2023-11-12,13:44:19,2.1
2023-11-12,13:44:29,2.1
2023-11-12,13:44:39,2.1
2023-11-12,13:44:50,2.1
2023-11-12,13:45:00,2.1
2023-11-12,13:45:08,2.1
2023-11-12,13:45:19,2.1
2023-11-12,13:45:29,2.1
2023-11-12,13:45:39,2.1
2023-11-12,13:45:50,2.1
2023-11-12,13:46:00,2.1
2023-11-12,13:46:10,2.1
2023-11-12,13:46:20,2.1
2023-11-12,13:46:31,2.1
2023-11-12,13:46:41,2.1
2023-11-12,13:46:50,2.1
2023-11-12,13:47:00,2.1
2023-11-12,13:47:10,2.1
2023-11-12,13:47:21,2.1
2023-11-12,13:47:31,2.1
2023-11-12,13:47:41,2.1
2023-11-12,13:47:52,2.1
2023-11-12,13:48:02,2.1
2023-11-12,13:48:12,2.1
2023-11-12,13:48:23,2.1
2023-11-12,13:48:31,2.1
2023-11-12,13:48:42,2.1
2023-11-12,13:48:52,2.1
2023-11-12,13:49:02,2.1
2023-11-12,13:49:12,2.1
2023-11-12,13:49:23,2.1
2023-11-12,13:49:33,2.1
2023-11-12,13:49:43,2.1
2023-11-12,13:49:54,2.1
2023-11-12,13:50:04,2.1
2023-11-12,13:50:13,2.1
2023-11-12,13:50:23,2.1
2023-11-12,13:50:33,2.1
2023-11-12,13:50:44,2.1
2023-11-12,13:50:54,2.1
2023-11-12,13:51:04,2.1
2023-11-12,13:51:14,2.1
2023-11-12,13:51:25,2.1
2023-11-12,13:51:35,2.1
2023-11-12,13:51:45,2.1
2023-11-12,13:51:56,2.1
2023-11-12,13:52:04,2.1
2023-11-12,13:52:15,2.1
2023-11-12,13:52:25,2.1
2023-11-12,13:52:35,2.1
2023-11-12,13:52:46,2.1
2023-11-12,13:52:56,2.1
2023-11-12,13:53:06,2.1
2023-11-12,13:53:16,2.1
2023-11-12,13:53:27,2.1
2023-11-12,13:53:37,2.1
2023-11-12,13:53:46,2.1
2023-11-12,13:53:56,2.1
2023-11-12,13:54:06,2.1
2023-11-12,13:54:17,2.1
2023-11-12,13:54:27,2.1
2023-11-12,13:54:37,2.1
2023-11-12,13:54:48,2.1
2023-11-12,13:54:58,2.1
2023-11-12,13:55:08,2.1
2023-11-12,13:55:18,2.1
2023-11-12,13:55:27,2.1
2023-11-12,13:55:38,2.1
2023-11-12,13:55:48,2.1
2023-11-12,13:55:58,2.1
2023-11-12,13:56:08,2.1
2023-11-12,13:56:19,2.1
2023-11-12,13:56:29,2.1
2023-11-12,13:56:39,2.1
2023-11-12,13:56:50,2.1
2023-11-12,13:57:00,2.1
2023-11-12,13:57:09,2.1
2023-11-12,13:57:19,2.1
2023-11-12,13:57:29,2.1
2023-11-12,13:57:40,2.1
2023-11-12,13:57:50,2.1
2023-11-12,13:58:00,2.1
2023-11-12,13:58:10,2.1
2023-11-12,13:59:17,1.5
2023-11-12,13:59:27,3.1
2023-11-12,13:59:36,3.0
2023-11-12,13:59:47,3.0
2023-11-12,13:59:57,2.2
2023-11-12,14:00:07,2.2
2023-11-12,14:00:17,2.2
2023-11-12,14:00:28,2.2
2023-11-12,14:00:37,2.4
2023-11-12,14:00:47,2.4
2023-11-12,14:00:58,2.4
2023-11-12,14:01:08,2.4
2023-11-12,14:01:19,2.4
2023-11-12,14:01:28,2.2
2023-11-12,14:01:42,2.4
2023-11-12,14:01:49,2.4
2023-11-12,14:02:00,2.4
2023-11-12,14:02:09,2.4
2023-11-12,14:02:19,2.4
2023-11-12,14:02:29,2.4
2023-11-12,14:02:39,2.4
2023-11-12,14:02:50,2.4
2023-11-12,14:03:00,2.4
2023-11-12,14:03:11,2.4
2023-11-12,14:03:21,2.4
2023-11-12,14:03:32,2.4
2023-11-12,14:03:42,2.4
2023-11-12,14:03:50,2.4
2023-11-12,14:04:00,2.2
2023-11-12,14:04:10,2.2
2023-11-12,14:04:21,2.2
2023-11-12,14:04:31,2.2
2023-11-12,14:04:42,2.2
2023-11-12,14:04:52,2.2
2023-11-12,14:05:02,2.2
2023-11-12,14:05:13,2.2
2023-11-12,14:05:21,2.2
2023-11-12,14:05:32,2.2
2023-11-12,14:05:42,2.2
2023-11-12,14:05:52,2.2
2023-11-12,14:06:02,2.2
2023-11-12,14:06:12,2.2
2023-11-12,14:06:22,2.2
2023-11-12,14:06:33,2.2
2023-11-12,14:06:43,2.2
2023-11-12,14:06:53,2.2
2023-11-12,14:07:03,2.2
2023-11-12,14:07:13,2.2
2023-11-12,14:07:25,2.2
2023-11-12,14:07:36,2.2
2023-11-12,14:07:44,2.2
2023-11-12,14:07:54,2.2
2023-11-12,14:08:04,2.2
2023-11-12,14:08:14,2.2
2023-11-12,14:08:24,2.2
2023-11-12,14:08:35,2.2
2023-11-12,14:08:44,2.2
2023-11-12,14:08:54,2.2
2023-11-12,14:09:06,2.2
2023-11-12,14:09:16,2.2
2023-11-12,14:09:27,2.2
2023-11-12,14:09:37,2.2
2023-11-12,14:09:45,2.2
2023-11-12,14:09:55,2.2
2023-11-12,14:10:06,2.2
2023-11-12,14:10:16,2.2
2023-11-12,14:10:27,2.2
2023-11-12,14:10:36,2.2
2023-11-12,14:10:46,2.2
2023-11-12,14:10:56,2.2
2023-11-12,14:11:06,2.2
2023-11-12,14:11:17,2.2
2023-11-12,14:11:27,2.2
2023-11-12,14:11:37,2.2
2023-11-12,14:11:47,2.2
2023-11-12,14:11:57,2.2
2023-11-12,14:12:07,2.2
2023-11-12,14:12:17,2.2
2023-11-12,14:12:29,2.2
2023-11-12,14:12:40,2.2
2023-11-12,14:12:52,2.2
2023-11-12,14:12:58,2.2
2023-11-12,14:13:08,2.2
2023-11-12,14:13:21,2.2
2023-11-12,14:13:29,2.2
2023-11-12,14:13:39,2.2
2023-11-12,14:13:49,2.2
2023-11-12,14:13:59,2.2
2023-11-12,14:14:09,2.2
2023-11-12,14:14:19,2.2
2023-11-12,14:14:30,2.2
2023-11-12,14:14:40,2.2
2023-11-12,14:14:51,2.2
2023-11-12,14:15:00,2.2
2023-11-12,14:15:12,2.2
2023-11-12,14:15:22,2.2
2023-11-12,14:15:33,2.2
2023-11-12,14:15:40,2.2
2023-11-12,14:15:50,2.2
2023-11-12,14:16:00,2.2
2023-11-12,14:16:11,2.2
2023-11-12,14:16:21,2.2
2023-11-12,14:16:31,2.2
2023-11-12,14:16:41,2.2
2023-11-12,14:16:51,2.2
2023-11-12,14:17:02,2.2
2023-11-12,14:17:12,2.2
2023-11-12,14:17:22,2.2
2023-11-12,14:17:32,2.2
2023-11-12,14:17:42,2.2
2023-11-12,14:17:52,2.2
2023-11-12,14:18:02,2.2
2023-11-12,14:18:13,2.2
2023-11-12,14:18:23,2.2
2023-11-12,14:18:33,2.2
2023-11-12,14:18:43,2.2
2023-11-12,14:18:53,2.2
2023-11-12,14:19:04,2.2
2023-11-12,14:19:13,2.2
2023-11-12,14:19:24,2.2
2023-11-12,14:19:35,2.2
2023-11-12,14:19:44,2.2
2023-11-12,14:19:54,2.2
2023-11-12,14:20:04,2.2
2023-11-12,14:20:15,2.2
2023-11-12,14:20:25,2.2
2023-11-12,14:20:35,2.2
2023-11-12,14:20:45,2.2
2023-11-12,14:20:55,2.2
2023-11-12,14:21:05,2.2
2023-11-12,14:21:15,2.2
2023-11-12,14:21:27,2.2
2023-11-12,14:21:37,2.2
2023-11-12,14:21:47,2.2
2023-11-12,14:21:56,2.2
2023-11-12,14:22:07,2.2
2023-11-12,14:22:16,2.2
2023-11-12,14:22:27,2.2
2023-11-12,14:22:36,2.2
2023-11-12,14:22:47,2.2
2023-11-12,14:22:56,2.2
2023-11-12,14:23:07,2.2
2023-11-12,14:23:17,2.2
2023-11-12,14:23:27,2.2
2023-11-12,14:23:37,2.2
2023-11-12,14:23:48,2.2
2023-11-12,14:23:57,2.2
2023-11-12,14:24:08,2.2
2023-11-12,14:24:18,2.2
2023-11-12,14:24:28,2.2
2023-11-12,14:24:38,2.2
2023-11-12,14:24:48,2.2
2023-11-12,14:24:58,2.2
2023-11-12,14:25:09,2.2
2023-11-12,14:25:19,2.2
2023-11-12,14:25:29,2.2
2023-11-12,14:25:39,2.2
2023-11-12,14:25:49,2.2
2023-11-12,14:26:00,2.2
2023-11-12,14:26:11,2.2
2023-11-12,14:26:19,2.2
2023-11-12,14:26:30,2.2
2023-11-12,14:26:43,2.2
2023-11-12,14:26:50,2.2
2023-11-12,14:27:01,2.2
2023-11-12,14:27:12,2.2
2023-11-12,14:27:20,2.2
2023-11-12,14:27:31,2.2
2023-11-12,14:27:41,2.2
2023-11-12,14:27:51,2.2
2023-11-12,14:28:02,2.2
2023-11-12,14:28:11,2.2
2023-11-12,14:28:22,2.2
2023-11-12,14:28:32,2.2
2023-11-12,14:28:43,2.2
2023-11-12,14:28:53,2.2
2023-11-12,14:29:02,2.2
2023-11-12,14:29:12,2.2
2023-11-12,14:29:22,2.2
2023-11-12,14:29:32,2.2
2023-11-12,14:29:42,2.2
2023-11-12,14:29:53,2.2
2023-11-12,14:30:03,2.4
2023-11-12,14:30:13,2.2
2023-11-12,14:30:24,2.2
2023-11-12,14:30:34,2.2
2023-11-12,14:30:43,2.2
2023-11-12,14:30:53,2.2
2023-11-12,14:31:04,2.2
2023-11-12,14:31:16,2.2
2023-11-12,14:31:27,2.2
2023-11-12,14:31:34,2.2
2023-11-12,14:31:44,2.2
